question_id,construction_name,construction_formula,level,category,function,n_selecting,n_annotators,endorsement_rate
20,IndefinitePronounWithEverythingAsSubject,everything V,A1,PRONOUNS,Other: Generalisation,1,4,0.25
21,IndefinitePronounAsObject,V PRON.IND,A1,PRONOUNS,Expressing indefiniteness,2,4,0.5
21,IndefinitePronounAsObject,V PRON.IND,A1,PRONOUNS,Other: Generalization,1,4,0.25
21,IndefinitePronounAsObject,V PRON.IND,A1,PRONOUNS,referring to something unspecific,1,4,0.25
21,IndefinitePronounAsObject,V PRON.IND,A1,PRONOUNS,Other: Making promises,1,4,0.25
21,IndefinitePronounAsObject,V PRON.IND,A1,PRONOUNS,Specifying information,1,4,0.25
21,IndefinitePronounAsObject,V PRON.IND,A1,PRONOUNS,Referring to entities,1,4,0.25
22,LinkingVerbBeWithComplement,SUBJ BE COMP,A1,VERBS,Describing,4,4,1.0
22,LinkingVerbBeWithComplement,SUBJ BE COMP,A1,VERBS,Conveying meaning,2,4,0.5
22,LinkingVerbBeWithComplement,SUBJ BE COMP,A1,VERBS,Comparing,1,4,0.25
22,LinkingVerbBeWithComplement,SUBJ BE COMP,A1,VERBS,Comparing within a set,1,4,0.25
22,LinkingVerbBeWithComplement,SUBJ BE COMP,A1,VERBS,Other: Expressing opinions,1,4,0.25
22,LinkingVerbBeWithComplement,SUBJ BE COMP,A1,VERBS,Other: Making statements,1,4,0.25
23,LinkingVerbBe,SUBJ BE COMP,A1,VERBS,Describing,4,4,1.0
23,LinkingVerbBe,SUBJ BE COMP,A1,VERBS,Referring to self,2,4,0.5
23,LinkingVerbBe,SUBJ BE COMP,A1,VERBS,Other: Making statements,1,4,0.25
23,LinkingVerbBe,SUBJ BE COMP,A1,VERBS,Referring to the affected entity,1,4,0.25
23,LinkingVerbBe,SUBJ BE COMP,A1,VERBS,Referring to the acting or experiencing entity,1,4,0.25
24,MainClauseAndMainClause,CLAUSE.MAIN and CLAUSE.MAIN,A1,CLAUSES,Framing or linking information,4,4,1.0
24,MainClauseAndMainClause,CLAUSE.MAIN and CLAUSE.MAIN,A1,CLAUSES,Referring to impersonal events,2,4,0.5
24,MainClauseAndMainClause,CLAUSE.MAIN and CLAUSE.MAIN,A1,CLAUSES,Referring to entities,2,4,0.5
24,MainClauseAndMainClause,CLAUSE.MAIN and CLAUSE.MAIN,A1,CLAUSES,Other: Making statements,1,4,0.25
24,MainClauseAndMainClause,CLAUSE.MAIN and CLAUSE.MAIN,A1,CLAUSES,Referring to future actions and events,1,4,0.25
24,MainClauseAndMainClause,CLAUSE.MAIN and CLAUSE.MAIN,A1,CLAUSES,Referring to past actions and events,1,4,0.25
24,MainClauseAndMainClause,CLAUSE.MAIN and CLAUSE.MAIN,A1,CLAUSES,Other: sequencing events,1,4,0.25
25,MainVerb,SUBJ V (OBJ),A1,VERBS,"Referring to actions, events or states",3,4,0.75
25,MainVerb,SUBJ V (OBJ),A1,VERBS,Situating events in time,2,4,0.5
25,MainVerb,SUBJ V (OBJ),A1,VERBS,Specifying information,2,4,0.5
25,MainVerb,SUBJ V (OBJ),A1,VERBS,Pointing to entities,1,4,0.25
25,MainVerb,SUBJ V (OBJ),A1,VERBS,Asking for advice,1,4,0.25
25,MainVerb,SUBJ V (OBJ),A1,VERBS,Other: Making statements,1,4,0.25
25,MainVerb,SUBJ V (OBJ),A1,VERBS,"Referring to actions, states or relations",1,4,0.25
26,ModalCanAffirmative,SUBJ can V,A1,MODALITY,Expressing ability,4,4,1.0
26,ModalCanAffirmative,SUBJ can V,A1,MODALITY,Expressing possibility,3,4,0.75
26,ModalCanAffirmative,SUBJ can V,A1,MODALITY,Other: Giving permission,1,4,0.25
27,ModalCanNegative,SUBJ cannot/can't V,A1,MODALITY,Expressing negation,4,4,1.0
27,ModalCanNegative,SUBJ cannot/can't V,A1,MODALITY,Expressing ability,3,4,0.75
27,ModalCanNegative,SUBJ cannot/can't V,A1,MODALITY,Expressing possibility,2,4,0.5
27,ModalCanNegative,SUBJ cannot/can't V,A1,MODALITY,Referring to present states events and facts,2,4,0.5
27,ModalCanNegative,SUBJ cannot/can't V,A1,MODALITY,Other: expressing missing ability/possibility/permission,1,4,0.25
